recipename,labels,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate,Calories,Health Score,ratings,class_prob
crispy fish,4,0.189230769,0.15,0.206666667,0.347916667,0.300285714,0.15733333300000002,0.136,0.72,0.063492063,0.1212,0.41666666700000005,0.047,0.166666667,0.666666667,0.65,0.5,0.175,0.2,446,-0.42815102299999996,4.294190268,0.68509397
crispy fish fillets,4,0.278461538,0.2,0.456666667,0.273333333,0.20714285699999999,0.08733333300000001,0.07200000000000001,0.6,0.031746032,0.0304,0.26666666699999997,0.079,0.111111111,0.0,0.3,0.0,0.16,0.0725,391,-1.179630985,4.361288044,0.85301657
crispy herb baked chicken,4,0.484615385,0.75,0.723333333,0.34875,0.162285714,0.023,0.02,1.176,0.0,0.121,0.1,0.11,0.111111111,0.0,1.5,0.5,0.1425,0.0425,557,-3.2583716469999997,4.299055609,0.99970709
crispy pork carnitas,9,0.34769230799999995,0.3,0.296666667,0.431666667,0.106,0.006999999999999999,0.016,0.51,0.0,0.0034,0.033333333,0.035,0.111111111,0.666666667,0.5,0.0,0.0575,0.0125,317,-2.9327933919999998,4.382525015,0.9894310209999999
crispy rosemary chicken and fries,6,0.49076923100000003,0.3,0.26,0.044583332999999996,0.277428571,0.092,0.12,0.488,0.063492063,0.033,0.25,0.03,0.111111111,0.0,0.6,0.5,0.1425,0.0925,497,-1.8303412069999998,4.3452899789999995,0.770440254
crock pot or slow cooked flank steak,4,0.218461538,0.3,0.233333333,0.04125,0.176857143,0.009000000000000001,0.024,0.728,0.031746032,0.3014,0.033333333,0.055,0.166666667,0.0,0.8,0.5,0.1025,0.065,292,1.286158035,4.181431187,0.996384342
crunchy chicken casserole,6,0.8276923079999999,0.95,0.316666667,0.36166666700000005,0.12857142900000001,0.08466666699999999,0.048,0.528,0.031746032,0.1548,0.05,0.48700000000000004,0.111111111,0.0,0.45,0.0,0.1325,0.125,688,-10.24339219,4.299349218,0.93781498
crunchy chicken fingers,4,0.26153846199999997,0.15,0.5033333329999999,0.1525,0.15971428599999998,0.126,0.12,0.8420000000000001,0.063492063,0.0306,0.033333333,0.147,0.166666667,0.0,1.3,0.5,0.32,0.065,474,1.166978139,4.213468396000001,0.873200438
crunchy french onion chicken,4,0.615384615,0.55,0.373333333,0.304583333,0.087428571,0.107,0.0,0.556,0.0,0.017,0.016666667,0.019,0.055555556,0.0,0.9,0.5,0.0825,0.025,623,-5.94050796,4.301950004,0.506252606
crunchy fried shrimp,5,1.078461538,0.5,0.986666667,0.342916667,0.075428571,0.122,0.044000000000000004,0.54,0.0,0.0702,0.016666667,0.08199999999999999,0.111111111,0.0,0.25,0.0,0.1075,0.11,875,-8.270996809,4.39629534,0.9999992129999999
crunchy no fry chicken,6,0.036923077,0.05,0.203333333,0.08708333300000001,0.044000000000000004,0.052666667,0.008,0.486,0.063492063,0.0608,0.05,0.011000000000000001,0.333333333,0.0,0.7,0.5,0.0475,0.14,186,1.856940196,4.466969688,0.94301016
crunchy oven fried tilapia,4,0.032307692,0.0,0.14,0.114166667,0.152,0.06,0.04,0.55,0.031746032,0.0266,0.016666667,0.054000000000000006,0.055555556,0.0,0.35,0.0,0.1075,0.115,209,2.611043492,4.378320985,0.633601248
crunchy ranch chicken tenders,4,0.210769231,0.3,0.48666666700000005,0.330416667,0.07,0.073,0.016,0.602,0.031746032,0.0352,0.033333333,0.013999999999999999,0.222222222,0.0,0.95,0.5,0.065,0.135,346,-2.1196398430000003,4.029069419,0.8178399059999999
crunchy walnut crusted salmon filets,4,0.47692307700000003,0.2,0.14,0.04625,0.079714286,0.026333332999999997,0.10800000000000001,0.39,0.0,0.0214,0.15,0.022000000000000002,0.0,0.0,0.4,0.0,0.0575,0.0725,388,-0.7822477320000001,3.803660723,0.995760951
crunchy wheat and rye,4,0.055384615,0.1,0.026666667,0.104583333,0.045428570999999994,0.12300000000000001,0.156,0.114,0.222222222,0.0346,0.0,0.027000000000000003,0.166666667,0.0,0.2,0.0,0.1025,0.1375,196,-1.358726048,3.91205694,0.999653948
crust for veggie pot pie,4,0.267692308,0.2,0.0,0.12166666699999999,0.009714285999999999,0.07933333299999999,0.032,0.064,0.0,0.0,0.0,0.005,0.055555556,0.0,0.15,0.0,0.0175,0.1425,265,-2.936010833,4.317737414,0.9986268709999999
crusted salmon with honey mustard sauce,4,0.483076923,0.6,0.556666667,0.14,0.18257142899999998,0.041666667000000004,0.016,0.6940000000000001,0.253968254,0.122,0.083333333,0.14400000000000002,0.055555556,0.666666667,0.9,0.5,0.135,0.155,476,-3.843222027,4.2414135139999996,0.8326366159999999
crusty herb potato wedges,4,0.10769230800000001,0.05,0.0,0.005416666999999999,0.259714286,0.125,0.196,0.08800000000000001,0.063492063,0.0536,0.7,0.027000000000000003,0.111111111,0.0,0.15,0.5,0.125,0.0875,225,-0.470855935,4.358786995,1.0
crystals chicken saltimbocca,6,0.31230769199999997,0.45,0.35,0.295,0.143428571,0.011666667,0.04,0.81,0.031746032,0.8918,0.05,0.33299999999999996,0.111111111,0.0,1.05,0.5,0.185,0.15,397,-1.470819251,4.07913472,0.697915636
cuban beans and rice,5,0.049230769,0.0,0.006666666999999999,0.3125,0.063714286,0.164333333,0.196,0.146,0.28571428600000004,0.0568,0.316666667,0.055,0.166666667,0.0,0.1,0.0,0.0525,0.1575,258,-1.896504951,4.29169021,0.999999986
cuban chicken,6,0.195384615,0.15,0.176666667,0.42208333299999995,0.157714286,0.092333333,0.136,0.426,0.571428571,0.311,0.65,0.09300000000000001,0.27777777800000003,0.0,0.5,0.0,0.0775,0.0625,308,-2.4757233469999997,4.360208302,0.7685765240000001
cuban picadillo,4,0.424615385,0.45,0.34333333299999996,0.744166667,0.347142857,0.148333333,0.184,0.6579999999999999,0.9841269840000001,0.281,0.716666667,0.095,0.333333333,0.0,0.75,0.5,0.18,0.075,539,-7.3062949470000005,4.32561355,0.999946462
cuban pork,9,0.103076923,0.1,0.263333333,0.144583333,0.11685714300000001,0.007666666999999999,0.024,0.516,0.0,0.0084,0.1,0.016,0.111111111,0.666666667,0.5,0.0,0.0825,0.0175,176,1.4462465409999998,4.365432196,0.99928429
cuban ropa vieja,4,0.243076923,0.25,0.16,0.24958333300000002,0.20514285699999998,0.033,0.092,0.41,0.19047619,0.1302,0.433333333,0.031,0.222222222,0.0,0.4,0.0,0.0975,0.0475,261,-1.756351443,4.547617786,0.8715157570000001
cuban smoked sausage with chickpeas,4,0.424615385,0.45,0.17,0.715833333,0.185142857,0.134666667,0.316,0.498,0.095238095,0.1124,0.18333333300000001,0.092,0.222222222,0.666666667,0.4,0.5,0.17,0.28,510,-6.922877979,4.285890927,0.5744043129999999
cuban style roast pork,9,0.227692308,0.2,0.283333333,0.225,0.116571429,0.006999999999999999,0.016,0.588,0.031746032,0.0078,0.1,0.034,0.111111111,0.666666667,0.55,0.0,0.0725,0.01,265,0.064676169,4.336731959,0.9878884290000001
cubanos frijoles,4,0.409230769,0.5,0.24,0.4225,0.20199999999999999,0.19266666699999999,0.40399999999999997,0.49200000000000005,0.031746032,0.0308,0.066666667,0.086,0.27777777800000003,0.0,0.6,0.5,0.305,0.2075,570,-5.977479237000001,4.251314585,0.81072162
cube steak with gravy,4,0.20923076899999998,0.3,0.18333333300000001,0.129583333,0.10571428599999999,0.036666667,0.012,0.456,0.063492063,0.0392,0.0,0.055999999999999994,0.111111111,0.0,0.2,0.0,0.065,0.0475,264,-1.124300363,4.223909135,0.8710424090000001
cucumber melon salsa,4,0.016923076999999998,0.0,0.0,0.00375,0.055999999999999994,0.018666666999999998,0.036000000000000004,0.016,0.126984127,0.303,0.283333333,0.016,0.0,0.0,0.0,0.0,0.03,0.0375,32,0.517530527,4.257284114,0.999999998
cucumber slaw,4,0.004615385,0.0,0.0,0.140416667,0.064571429,0.036333332999999995,0.06,0.02,0.222222222,0.6992,0.083333333,0.028999999999999998,0.0,0.0,0.0,0.0,0.04,0.03,47,-0.446412329,4.3434938469999995,0.999999992
cucumber tomato salad with zucchini and black olives in lemon balsamic vinaigrette,3,0.332307692,0.15,0.0,0.2575,0.135714286,0.040666667000000004,0.12,0.044000000000000004,0.19047619,0.2156,0.4,0.057,0.111111111,0.0,0.05,0.0,0.0775,0.0825,242,-3.356370495,4.289962864,0.99960469
cucumbers in sour cream,4,0.061538462,0.1,0.026666667,0.004583333,0.027428571000000002,0.027000000000000003,0.008,0.018000000000000002,0.19047619,0.0344,0.016666667,0.03,0.0,0.0,0.0,0.0,0.02,0.0125,69,-0.676583339,4.439422975,0.9999734290000001
cumin rubbed chicken with avocado salsa,4,0.190769231,0.1,0.22,0.276666667,0.20314285699999998,0.028666667000000003,0.172,0.56,0.063492063,0.1476,0.283333333,0.034,0.111111111,0.0,0.95,0.5,0.1425,0.145,254,0.630843512,4.018556576,0.865966098
cumin turkey burgers,4,0.189230769,0.15,0.38333333299999994,0.374166667,0.129142857,0.098,0.076,0.5760000000000001,0.063492063,0.0724,0.066666667,0.11800000000000001,0.27777777800000003,0.0,0.55,0.0,0.1025,0.1525,344,-1.237133445,4.439844453,0.844287485
curried beef a la tim,8,0.346153846,0.35,0.243333333,0.182083333,0.211714286,0.081333333,0.11599999999999999,0.49,0.53968254,0.0482,0.11666666699999999,0.039,0.166666667,0.0,0.45,0.5,0.1075,0.0675,393,-2.832889283,4.097386287,0.8965828020000001
curried brown rice,5,0.089230769,0.05,0.0,0.19875,0.016571429,0.144666667,0.14400000000000002,0.094,0.095238095,0.10300000000000001,0.05,0.033,0.055555556,0.0,0.0,0.0,0.0175,0.0125,233,-1.8295689730000002,4.470752342,0.999998565
curried chicken,6,0.298461538,0.35,0.446666667,0.19625,0.14800000000000002,0.043666667,0.08,0.794,0.158730159,0.1818,0.083333333,0.085,0.166666667,0.0,1.0,0.5,0.12,0.0525,389,-0.539694117,4.237516878,0.7538757070000001
curried chicken and broccoli casserole,2,0.94,0.75,0.513333333,0.510833333,0.160285714,0.092,0.08,0.914,0.126984127,0.247,0.8666666670000001,0.209,0.444444444,0.0,1.1,0.5,0.1625,0.24,841,-7.822528693,4.068543172,0.997185042
curried chicken and potatoes,6,0.212307692,0.15,0.11666666699999999,0.178333333,0.24257142899999998,0.087,0.14,0.302,0.19047619,0.4274,0.583333333,0.15,0.111111111,0.0,0.3,0.0,0.1775,0.0875,284,-1.3856080119999998,3.993304122,0.789745314
curried chicken tea sandwiches,4,0.503076923,0.3,0.15666666699999998,0.225,0.072285714,0.146333333,0.14,0.33,0.507936508,0.076,0.05,0.1,0.166666667,0.0,0.4,0.0,0.0775,0.1875,528,-4.62420788,4.5515704889999995,0.9434232309999999
curried chicken with mango rice,5,0.046153846,0.05,0.203333333,0.144583333,0.09628571400000001,0.179333333,0.076,0.542,0.380952381,0.10099999999999999,0.283333333,0.044000000000000004,0.166666667,0.0,0.7,0.0,0.1175,0.2325,379,0.5376932870000001,4.154527492,0.951335426
curried coconut chicken,4,0.32153846199999997,0.7,0.26,0.33625,0.184857143,0.055666667,0.11199999999999999,0.644,0.34920634899999997,0.0574,0.166666667,0.067,0.27777777800000003,0.0,0.8,0.0,0.1875,0.0625,375,-5.347431245,4.4186983060000005,0.8473084340000001
curried cream of cauliflower soup,1,0.503076923,0.85,0.3,0.579583333,0.168,0.050333333,0.192,0.10800000000000001,0.19047619,0.2666,1.216666667,0.095,0.055555556,0.0,0.1,0.0,0.085,0.24,359,-11.77447921,4.349632918999999,0.519561346
curried egg sandwiches,4,0.444615385,0.25,0.74,0.29333333300000003,0.035428571,0.09,0.055999999999999994,0.20800000000000002,0.095238095,0.075,0.0,0.105,0.166666667,0.0,0.2,0.0,0.045,0.2,410,-5.152786,4.102073708,0.9294723140000001
curried honey mustard chicken,4,0.263076923,0.5,0.363333333,0.234583333,0.100571429,0.092,0.027999999999999997,0.556,0.73015873,0.1076,0.033333333,0.028999999999999998,0.111111111,0.0,0.95,0.5,0.0975,0.0225,374,-4.235668788,4.414386653999999,0.847145085
curried mango chicken,4,0.08769230800000001,0.1,0.303333333,0.18458333300000002,0.156571429,0.055,0.076,0.662,0.380952381,0.261,0.283333333,0.073,0.222222222,0.0,1.0,0.5,0.095,0.0275,261,1.4650456530000002,4.159605565,0.8457708070000001
curried meatloaf,4,0.5523076920000001,0.65,0.423333333,0.302083333,0.147714286,0.07400000000000001,0.124,0.478,0.317460317,0.036000000000000004,0.066666667,0.043,0.166666667,0.0,0.55,0.0,0.1425,0.0825,503,-6.8638088470000005,4.31248397,0.812852792
curried microwaved chicken,6,0.629230769,0.9,0.566666667,0.195,0.116285714,0.035,0.055999999999999994,0.48,0.126984127,0.2242,0.1,0.057,0.111111111,0.0,0.4,0.0,0.0925,0.0475,504,-8.347732163,4.08739169,0.862973225
curried pork burgers,9,0.283076923,0.35,0.33,0.234166667,0.087428571,0.01,0.012,0.428,0.031746032,0.0972,0.066666667,0.111,0.111111111,0.666666667,0.2,0.0,0.065,0.035,269,-2.520893569,4.083974853,0.9794233609999999
curried pork chops and cauliflower with basmati rice,9,0.104615385,0.1,0.123333333,0.040833333,0.22742857100000002,0.253,0.2,0.48,0.317460317,0.0752,0.916666667,0.126,0.27777777800000003,0.666666667,0.5,0.5,0.175,0.51,463,-0.171074709,3.892928579,0.999018572
curried tilapia with mango salsa,4,0.133846154,0.05,0.136666667,0.287916667,0.17228571399999998,0.031666667,0.068,0.474,0.19047619,0.162,0.283333333,0.055999999999999994,0.055555556,0.0,0.25,0.5,0.11,0.05,211,0.48668477299999996,4.340049736,0.519357658
curried tofu salad,3,0.146153846,0.05,0.006666666999999999,0.07958333299999999,0.076285714,0.038666667,0.092,0.136,0.222222222,0.5568,0.46666666700000003,0.214,0.222222222,0.0,0.15,0.0,0.095,0.085,149,-0.251221784,4.226042007,0.9738457779999999
curry chicken and rice,5,0.553846154,0.95,0.446666667,0.65375,0.158571429,0.16699999999999998,0.152,0.6,0.19047619,0.2808,0.1,0.18600000000000003,0.166666667,0.0,0.6,0.0,0.1125,0.1025,642,-11.5166109,4.441178645,0.8326002090000001
curry chicken salad,3,0.024615385,0.0,0.123333333,0.019166667,0.043142857,0.003333333,0.02,0.28,0.0,0.021,0.016666667,0.017,0.055555556,0.0,0.35,0.0,0.0375,0.025,77,2.08034752,4.523464497,0.960138243
curry coconut shrimp,5,0.093846154,0.1,0.576666667,0.072916667,0.089428571,0.028333333,0.044000000000000004,0.48,0.095238095,0.1996,0.5,0.076,0.166666667,0.0,0.45,0.0,0.1275,0.045,191,1.098067752,4.30776471,0.996142126
curry pork tenderloin,9,0.432307692,0.7,0.21,0.1175,0.22,0.076333333,0.124,0.58,0.126984127,0.0338,0.066666667,0.034,0.222222222,0.666666667,0.75,0.5,0.2125,0.1625,464,-4.7355910439999995,3.987099166,0.870593972
curry split pea soup,1,0.038461537999999997,0.0,0.0,0.3475,0.088285714,0.053666667,0.244,0.11199999999999999,0.095238095,0.3858,0.066666667,0.039,0.055555556,0.0,0.1,0.0,0.08,0.1625,106,-1.0636303040000001,4.36447378,0.999999897
curry stand chicken tikka masala sauce,4,0.36,0.65,0.35333333299999997,0.40833333299999997,0.132,0.044000000000000004,0.092,0.358,0.222222222,0.2992,0.15,0.068,0.111111111,0.0,0.45,0.0,0.0925,0.0475,328,-7.189442163,4.5584147669999995,0.90962651
curtido el salvadoran cabbage salad,3,0.004615385,0.0,0.0,0.019583333,0.09885714300000001,0.037666667,0.188,0.046,0.19047619,0.5712,0.95,0.092,0.055555556,0.0,0.05,0.0,0.065,0.19,50,0.656543811,4.050418588,1.0
cyndis shrimp fajitas,5,0.37076923100000003,0.4,0.66,0.46083333299999996,0.23714285699999998,0.257333333,0.272,0.76,0.19047619,0.2186,0.46666666700000003,0.317,0.38888888899999996,0.666666667,0.55,0.5,0.25,0.4775,669,-4.953276968,4.205143463,0.992134585
czech cabbage dish,4,0.101538462,0.1,0.026666667,0.096666667,0.078,0.024333333,0.096,0.057999999999999996,0.126984127,0.0232,0.75,0.059000000000000004,0.0,0.0,0.05,0.0,0.05,0.09,95,-0.923413116,4.139903734,0.9671538670000001
da beef lovers half time stuffed meatloaf,8,0.304615385,0.4,0.3,0.17875,0.128857143,0.025666667,0.04,0.514,0.031746032,0.4394,0.233333333,0.163,0.166666667,0.0,0.4,0.0,0.1125,0.0825,316,-2.211668405,4.323722947,0.649513224
daddys if theyda had this at the alamo we wouldha won texas chili,4,0.586153846,0.75,0.41333333299999997,0.462083333,0.264,0.043,0.16,0.7120000000000001,0.126984127,0.3368,0.166666667,0.051,0.333333333,0.0,0.7,0.5,0.15,0.0925,538,-6.875490351,4.377410156,0.846133207
dads cheesy bacon wrapped meat loaf,2,0.576923077,0.85,0.69,0.394166667,0.146571429,0.057666667000000005,0.048,0.87,0.126984127,0.1114,0.033333333,0.345,0.222222222,0.0,0.85,0.0,0.12,0.1175,589,-6.903798098999999,4.44411302,0.9728979440000001
dads creamy cucumber salad,3,0.506153846,0.25,0.053333333,0.37375,0.043714286,0.023,0.036000000000000004,0.022000000000000002,0.095238095,0.0352,0.066666667,0.021,0.444444444,0.0,0.0,0.0,0.055,0.0375,320,-5.617507009,4.37950107,0.5364084370000001
dads down home cornbread and jalapeno meatloaf,4,0.352307692,0.5,0.373333333,0.182083333,0.083714286,0.026000000000000002,0.036000000000000004,0.44799999999999995,0.063492063,0.064,0.066666667,0.09300000000000001,0.111111111,0.0,0.35,0.0,0.0575,0.0575,329,-3.779493153,4.510294158,0.6906687570000001
dads homemade corn dogs,4,0.584615385,0.6,0.236666667,0.56125,0.070285714,0.11833333300000001,0.044000000000000004,0.3,0.253968254,0.0302,0.0,0.18600000000000003,0.166666667,0.0,0.35,0.0,0.0575,0.185,545,-9.458839276,4.349469301,0.9524930770000001
dads leftover turkey pot pie,4,0.510769231,0.65,0.21666666699999998,0.27125,0.092285714,0.131666667,0.168,0.408,0.095238095,0.5692,0.1,0.075,0.166666667,0.0,0.45,0.0,0.08,0.195,539,-6.994473596000001,4.382112726,0.9765980059999999
dads spaghetti,4,0.363076923,0.45,0.306666667,0.365,0.292571429,0.256333333,0.172,0.7879999999999999,0.444444444,0.1992,1.016666667,0.052000000000000005,0.38888888899999996,0.666666667,1.0,0.5,0.205,0.52,680,-4.509073496,3.918305152,0.972325755
dales lamb,4,0.41846153799999997,0.45,0.38333333299999994,0.422916667,0.13,0.059333332999999995,0.008,0.648,0.444444444,0.001,0.166666667,0.03,0.166666667,0.0,0.75,0.0,0.09,0.0725,451,-4.475496047,4.271804276,0.637147831
danish spiced rye bread sigtebrod,4,0.084615385,0.15,0.043333332999999995,0.07875,0.085714286,0.178333333,0.14400000000000002,0.128,0.34920634899999997,0.0334,0.016666667,0.062,0.166666667,0.0,0.2,0.0,0.125,0.24,287,-2.2704769590000002,3.904308022,0.9999139109999999
dans meat wrap,2,0.550769231,0.8,0.35,1.09,0.23199999999999998,0.177,0.2,0.8540000000000001,0.28571428600000004,0.196,0.25,0.14300000000000002,0.333333333,0.0,0.25,0.0,0.1425,0.26,699,-11.31935798,4.153251032,0.999935273
darn good chicken,4,0.543076923,0.5,0.566666667,0.185,0.137714286,0.098,0.04,0.868,0.8888888890000001,0.0672,0.066666667,0.042,0.166666667,0.0,1.2,0.5,0.1475,0.04,609,-3.396132003,4.133365635,0.998046232
darras famous tuna waldorf salad sandwich filling,3,0.752307692,0.85,0.303333333,0.35166666700000004,0.098,0.141333333,0.132,0.462,0.412698413,0.2212,0.066666667,0.276,0.166666667,0.0,0.5,0.0,0.12,0.2075,695,-10.16386752,4.421542943,0.6089458839999999
daves mocha chicken,6,0.675384615,0.5,0.693333333,1.125416667,0.185142857,0.109666667,0.02,0.966,0.857142857,0.062,0.1,0.06,0.222222222,0.0,1.2,0.5,0.1875,0.085,731,-9.248054892999999,4.358288974,1.0
day after thanksgiving turkey carcass soup,1,0.1,0.1,0.04,0.24583333300000001,0.09057142900000001,0.209333333,0.17600000000000002,0.21,0.222222222,0.6116,0.18333333300000001,0.073,0.222222222,0.666666667,0.3,0.0,0.1,0.435,355,-2.542403975,4.654856258,0.996851442
day after thanksgiving turkey pho,4,0.42,0.35,0.29,0.635,0.09742857099999999,0.332333333,0.14400000000000002,0.48,0.063492063,0.0492,0.133333333,0.09,0.166666667,0.0,0.35,0.0,0.1675,0.055,755,-7.817831829,4.108781823,0.5695573939999999
dead man meatloaf,4,0.278461538,0.35,0.42666666700000005,0.36541666700000003,0.132857143,0.068333333,0.055999999999999994,0.556,0.28571428600000004,0.0968,0.11666666699999999,0.061,0.166666667,0.0,0.55,0.0,0.085,0.11,358,-3.296139151,3.8141418110000003,0.857090395
deadly delicious lasagna,4,0.513846154,0.8,0.29,0.525833333,0.184,0.129,0.172,0.596,0.380952381,0.4782,0.066666667,0.565,0.166666667,0.0,0.6,0.0,0.1775,0.2375,575,-8.915826682999999,4.015167517,0.53338908
deborahs grilled chicken,6,0.093846154,0.1,0.233333333,0.15875,0.08857142900000001,0.007666666999999999,0.024,0.526,0.031746032,0.1034,0.11666666699999999,0.064,0.055555556,0.0,0.8,0.5,0.0775,0.035,175,1.470070108,4.392484288,0.997858516
debs scallops florentine,4,0.409230769,0.8,0.373333333,0.404583333,0.14,0.038333333,0.084,0.46799999999999997,0.031746032,1.2938,0.083333333,0.337,0.111111111,0.0,0.35,0.0,0.225,0.235,376,-7.745239344,4.419362278,0.6887388720000001
decadent hummus,4,0.123076923,0.1,0.013333333000000001,0.16625,0.028285714,0.038666667,0.084,0.062,0.063492063,0.0144,0.066666667,0.057,0.055555556,0.0,0.05,0.0,0.04,0.0725,127,-1.489804572,4.189504501,0.9901507829999999
deconstructed chicken kiev,6,0.744615385,1.1,0.513333333,0.35416666700000005,0.158857143,0.166666667,0.20800000000000002,0.7140000000000001,0.126984127,0.5572,0.41666666700000005,0.315,0.222222222,0.0,0.9,0.5,0.165,0.2625,769,-10.86073604,4.230008884,0.99487971
deep dish alfredo pizza,4,0.569230769,1.0,0.323333333,0.15791666699999998,0.032571429,0.08766666699999999,0.044000000000000004,0.268,0.031746032,0.1968,0.0,0.301,0.111111111,0.0,0.25,0.0,0.0475,0.2075,489,-10.17325215,4.495714499,0.97228823
deep dish cast iron pizza,4,0.464615385,0.6,0.193333333,0.47875,0.060571429,0.22399999999999998,0.11599999999999999,0.348,0.031746032,0.0908,0.033333333,0.13,0.27777777800000003,0.666666667,0.5,0.0,0.0725,0.4775,616,-8.872964704,4.132429625,0.9769400090000001
deep dish lasagna,4,0.272307692,0.4,0.313333333,0.610833333,0.23142857100000003,0.11333333300000001,0.152,0.508,0.28571428600000004,0.4312,0.283333333,0.43799999999999994,0.222222222,0.0,0.4,0.0,0.1475,0.1975,391,-5.594965322999999,4.371733899,0.7650847709999999
deep fried turkey,4,0.5169230770000001,0.45,0.76,0.237916667,0.26457142899999997,0.005,0.012,1.376,0.0,0.004,0.016666667,0.052000000000000005,0.27777777800000003,0.0,1.3,0.5,0.1875,0.07,603,1.170416147,4.433936889,0.999994756
deep south fried chicken,4,0.22615384600000002,0.2,0.24,0.149166667,0.063714286,0.08833333300000001,0.04,0.52,0.0,0.0144,0.0,0.02,0.166666667,0.0,0.7,0.0,0.0675,0.16,351,-0.5112890720000001,4.268132855,0.9666065840000001
deer meat,2,0.26153846199999997,0.5,0.43,0.30625,0.276,0.043666667,0.1,0.62,0.19047619,0.172,0.18333333300000001,0.075,0.27777777800000003,0.0,0.55,0.5,0.1325,0.0775,324,-3.39822086,4.3607055830000006,0.776890518
dees roast pork for tacos,9,0.224615385,0.25,0.196666667,0.25,0.087714286,0.009333333000000001,0.048,0.318,0.031746032,0.1868,0.25,0.027999999999999997,0.055555556,0.0,0.3,0.0,0.0475,0.02,207,-2.0294205169999997,4.297294001,0.94565354
delectable marinated chicken,6,0.5015384620000001,0.3,0.47333333299999997,0.451666667,0.162,0.040666667000000004,0.024,0.8059999999999999,0.253968254,0.081,0.033333333,0.07,0.166666667,0.0,0.9,0.5,0.1675,0.045,510,-2.469233113,4.430081573,0.494340018
deli style brisket,4,0.24153846199999998,0.3,0.15666666699999998,0.030416667,0.042571429,0.008666667,0.008,0.24,0.031746032,0.006999999999999999,0.016666667,0.006999999999999999,0.055555556,0.0,0.15,0.0,0.0275,0.015,202,-1.66070616,4.614301668,0.9941073429999999
delicious ahi fish burgers with chives,4,0.155384615,0.1,0.483333333,0.252083333,0.18257142899999998,0.035,0.04,0.626,0.063492063,0.602,0.11666666699999999,0.049,0.111111111,0.666666667,0.85,0.5,0.1675,0.0675,253,0.755091407,3.983275265,0.7766268279999999
delicious beef tongue tacos,8,0.215384615,0.2,0.22,0.019166667,0.055999999999999994,0.046666667,0.084,0.228,0.031746032,0.028999999999999998,0.066666667,0.03,0.111111111,0.0,0.2,0.0,0.075,0.0225,227,-1.038145353,4.238107383,0.928523015
delicious black bean burgers,4,0.081538462,0.05,0.15333333300000002,0.10083333300000001,0.184857143,0.09866666699999999,0.268,0.146,0.095238095,0.6216,0.35,0.044000000000000004,0.111111111,0.0,0.15,0.0,0.1225,0.165,188,-0.474394275,4.108781823,0.999243405
delicious chicken casserole,6,0.4,0.65,0.263333333,0.395,0.059142857,0.070333333,0.02,0.326,0.063492063,0.1364,0.016666667,0.061,0.111111111,0.0,0.5,0.0,0.0525,0.0525,385,-7.556083265,4.225039926,0.552868121
delicious easy chicken francese,6,0.28,0.45,0.94,0.095416667,0.137714286,0.065666667,0.124,0.7,0.031746032,0.133,0.75,0.08199999999999999,0.166666667,0.0,1.05,0.5,0.13,0.155,395,-1.90323054,4.4507845360000005,0.9305929690000001
delicious feta crusted salmon,4,0.258461538,0.2,0.23,0.18625,0.10571428599999999,0.02,0.008,0.43799999999999994,0.031746032,0.039,0.066666667,0.067,0.055555556,0.0,0.55,0.5,0.075,0.0875,263,-0.79073132,4.442925249,0.971238211
delicious grilled hamburgers,4,0.46153846200000004,0.45,0.33,0.091666667,0.114,0.006333333000000001,0.004,0.564,0.031746032,0.005,0.016666667,0.021,0.166666667,0.0,0.55,0.0,0.0625,0.0275,396,-2.272515067,4.265067171,0.985060235
delicious herbed spinach and kale balls,4,0.127692308,0.1,0.11,0.133333333,0.090285714,0.039666667,0.10800000000000001,0.114,0.031746032,1.358,0.3,0.147,0.166666667,0.0,0.1,0.0,0.11,0.1975,139,-1.03689854,4.56662572,0.574925626
delicious salmon,4,0.267692308,0.15,0.196666667,0.630833333,0.125714286,0.052666667,0.012,0.48200000000000004,0.444444444,0.0242,0.0,0.035,0.111111111,0.0,0.65,0.0,0.1,0.02,318,-3.410903163,4.578572653,0.886172794
delicious turkey burgers,4,0.163076923,0.2,0.29333333300000003,0.10375,0.060285714000000004,0.020333333000000002,0.02,0.386,0.031746032,0.0236,0.033333333,0.084,0.111111111,0.0,0.35,0.0,0.0525,0.0425,198,-0.336253368,4.07913472,0.995020135
deluxe ham casserole,4,0.469230769,0.7,0.18666666699999998,0.381666667,0.09628571400000001,0.161666667,0.10800000000000001,0.37200000000000005,0.158730159,0.195,0.18333333300000001,0.289,0.111111111,0.666666667,0.4,0.0,0.1125,0.2925,548,-8.5193126,4.339478618999999,0.974159067
dennies fresh lobster salad,3,0.36,0.45,0.48,0.206666667,0.090857143,0.003666667,0.0,0.43200000000000005,0.0,0.0946,0.0,0.059000000000000004,0.0,0.0,0.35,0.0,0.0775,0.0275,303,-3.560506848,4.30782686,0.9971203470000001
deviled eggs mexican devils,4,0.16,0.1,0.713333333,0.067916667,0.034571429,0.009333333000000001,0.032,0.136,0.031746032,0.0712,0.016666667,0.032,0.055555556,0.0,0.1,0.0,0.0275,0.075,132,-1.1866928559999999,4.349306491,0.991903157
