,recipename,labels,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate,Calories,Health Score,ratings,class_prob,Carb_std,Protein_std,VitA_std,VitC_std,Calcium_std,Iron_std,Thiamin_std,Niacin_std,VitB6_std,Magnesium_std,Folate_std,Potassium_std,Dietary Fiber_std,Total Fat_std,Saturated Fat_std,Cholesterol_std,Sodium_std,Sugars_std,Carb_BI,Protein_BI,VitA_BI,VitC_BI,Calcium_BI,Iron_BI,Thiamin_BI,Niacin_BI,VitB6_BI,Magnesium_BI,Folate_BI,Potassium_BI,Dietary Fiber_BI,Total Fat_BI,Saturated Fat_BI,Cholesterol_BI,Sodium_BI,Sugars_BI,BI
18,a potato salad sandwich,3,23.50000003,4.0,38.000000099999994,637.0000008,213.0000005,36.0,3.9,7.000000000000001,8.000000001,658.0,9.0,73.0,1.999999998,0.0,3.0,0.0,17.0,66.0,378,-4.206001575,4.2218014660000005,0.577701572,219.04761904761904,42.592592592592595,4003.7037037037035,54.76190476190476,444.1798941798942,12.169312157142858,0.0,18.253968253968253,0.0,103.43915343915343,401.58730158730157,1296.0317490740742,23.73015873015873,142.98941817195765,24.33862433862434,231.21693182539678,3875.925930793651,48.67724868333334,3.6507936507936507,6.388888888888889,2.5023148148148144,4.563492063492063,1.7083842083842082,2.2535763253968257,0.0,4.563492063492063,0.0,1.2929894179894177,2.509920634920635,1.8514739272486773,4.746031746031746,0.0,0.0,1.1463844695767202,0.0,0.0,36.03135774145299
19,a slow cooker thanksgiving,0,15.299999974999999,3.0,45.999999900000006,1189.0000008,377.000001,44.099999999999994,1.9,23.799999999999997,18.999999994499998,100.0,3.0,79.0,3.0000000059999996,0.0,16.0,1.0,39.0,59.0,410,-3.3366811000000003,4.470739947,0.7759522759999999,247.39024390243898,133.5121951219512,560.9756097560976,16.82926829268293,443.1707317073171,16.82926832634146,0.0,89.7560975609756,5.609756097560975,218.78048780487805,330.9756097560975,2114.878054390244,10.658536585365853,85.82926815243901,16.82926829268293,258.0487799268293,6670.000004487805,106.58536582280487,4.123170731707316,10.0,0.350609756097561,1.402439024390244,1.704502814258912,3.1165311715447146,0.0,5.0,5.0,2.7347560975609757,2.0685975609756095,3.0212543634146343,2.131707317073171,0.0,0.7926829268292677,0.6991870012195117,0.0,0.0,41.44625176385241
20,a southern fried chicken,4,30.29999999,8.0,183.0,1323.0,826.0,79.2999999,2.6,50.9,20.0000000025,488.00000000000006,4.00000002,260.0,5.999999994,1.0000000005,25.0,1.0,77.0,145.0,806,-4.842268155,4.3903134160000015,0.999950935,226.29032229528536,145.24813895781637,1392.555831265509,11.41439211662531,741.9354838709677,17.121588072208436,2.8535980163151367,71.33995037220843,2.8535980148883375,219.727047146402,413.77171215880895,2357.071960297767,7.419354838709677,86.46401982258065,22.8287841191067,522.2084367245658,3775.3101736972703,57.07196030490074,3.771505371588089,10.0,0.870347394540943,0.9511993430521092,2.853598014888337,3.1706644578163767,5.0,5.0,5.0,2.7465880893300247,2.5860732009925558,3.3672456575682386,1.4838709677419355,0.0,0.0,0.0,0.0,0.0,46.80109249751861
21,absolutely fabulous portobello mushroom tortellini,4,25.400000015,12.0,54.9999999,933.0,301.999999,42.2000001,2.7,18.3,4.0000000005,641.0,1.99999998,217.0,1.999999998,0.0,3.0,0.0,11.0,15.0,470,-7.268895016,4.363957374,0.982822991,206.51063878723403,89.5531914893617,3136.808510638298,9.78723394468085,1061.9148936170213,9.787234032765957,0.0,14.680851063829786,0.0,53.82978723404255,73.40425531914893,1477.8723355319148,13.212765957446809,124.29787241382978,58.723404255319146,269.1489356808511,4565.744680851064,19.574468087553193,3.4418439797872336,13.432978723404254,1.960505319148936,0.8156028287234042,4.084288052373159,1.8124507468085105,0.0,3.670212765957447,0.0,0.6728723404255319,0.45877659574468077,2.1112461936170215,2.6425531914893616,0.0,0.0,0.5141844053191487,0.0,1.8929415734042552,36.9962723108838
22,acapulco chicken,6,13.900000010000001,3.0,72.0,634.9999992,742.0,23.799999899999996,4.9,30.099999999999998,5.999999985,2269.0,85.99999998000001,64.0,3.0000000059999996,0.0,19.0,1.0,59.0,42.0,333,-0.066618977,4.2074890589999985,0.8763181840000001,164.38438369369365,207.8978978978979,15671.771771771773,593.9939938558559,442.04204204204206,20.720720762162163,0.0,131.23123123123122,6.906906906906907,407.5075075075075,290.0900900900901,5124.924924924925,33.84384384384385,96.00600607507509,20.72072072072072,497.29729729729735,4385.885880360361,41.44144133783783,2.7397397282282276,10.0,5.0,5.0,1.7001617001617002,3.837170511511512,0.0,5.0,5.0,5.0,1.813063063063063,5.0,5.0,0.0,0.0,0.0,0.0,0.0,55.09013500296451
23,acapulco margarita grouper,4,18.999999980000002,3.0,62.0000001,1245.0,993.0000010000001,26.3000001,2.1,34.7,17.9999999865,1235.0,31.000000020000005,62.0,1.999999998,0.0,8.0,1.0,70.0,41.0,511,-1.823703193,4.203239293,0.468731864,118.37573430528376,156.18395303326812,5558.708414872799,139.5303327710372,279.0606653620352,9.001956938160468,0.0,36.007827788649706,4.500978473581213,315.0684931506849,184.54011741682973,4469.471628767124,9.45205479452055,85.5185909080235,13.50293542074364,279.0606658121331,5603.718199608611,81.01761246369863,1.9729289050880627,10.0,3.4741927592954998,5.0,1.073310251392443,1.667029062622309,0.0,5.0,5.0,3.938356164383561,1.153375733855186,5.0,1.8904109589041098,0.0,1.62426614481409,0.3489889031311151,0.0,0.0,46.79386998035527
24,acorn squash with sweet spicy sausage,4,12.09999999,3.0,63.999999900000006,1012.9999992,825.000001,45.200000100000004,5.5,17.3,30.999999996,535.0,13.99999998,85.0,3.0000000059999996,0.0,1.0,0.0,74.0,24.0,343,-3.710249493,4.318225869,0.948709507,303.0903796793003,116.0058309037901,3587.463556851312,93.87755088629739,569.9708454810495,20.116618116034985,0.0,6.705539358600583,0.0,496.2099125364432,160.932944606414,5532.06997755102,36.880466472303205,81.13702617201167,20.11661807580175,429.1545182798834,6792.71136489796,207.8717200897959,10.0,10.0,2.24216472303207,5.0,2.1921955595424985,3.72529965111759,0.0,1.6763848396501457,0.0,5.0,1.0058309037900877,5.0,5.0,0.0,0.0,0.0,0.0,0.0,50.84187567713239
25,acorn squash wonder tacoschalupas,4,18.000000005,4.0,54.9999999,429.0,983.0000005,39.6,8.4,8.4,5.000000008500001,1327.0000000000002,28.000000019999998,158.0,3.0000000059999996,0.0,5.0,1.0,97.0,93.0,332,-3.049412119,3.762246037,0.946281212,274.33734939759034,58.19277108433735,9193.07228915663,193.97590375301203,1094.578313253012,20.783132571686746,0.0,34.63855421686747,6.927710843373494,671.987951807229,644.277108433735,6809.9397625,58.19277108433735,124.69879521536144,27.710843373493976,381.024095692771,2971.987951807229,34.638554275753016,4.572289156626505,8.728915662650602,5.0,5.0,4.209916589434662,3.8487282540160637,0.0,5.0,5.0,5.0,4.026731927710843,5.0,5.0,0.0,0.0,0.0,0.0,0.0,60.386581590438674
26,across the border tequila shrimp,5,13.0,8.0,290.0000001,673.9999992,303.0000015,3.6999999,0.7000000000000001,28.300000000000004,1.000000008,911.0,13.00000002,69.0,3.999999996,0.0,10.0,0.0,49.0,10.0,279,-2.8503045360000003,4.525819932,0.8776768090000001,30.50179129032258,233.29749103942655,7510.035842293907,107.16845894623656,568.8172043010753,32.97491036129033,0.0,82.43727598566308,0.0,403.9426523297491,82.43727598566308,2497.849474731183,5.770609318996417,107.16845878136202,65.94982078853046,2390.6810044086023,5556.27239483871,8.243727664516129,0.508363188172043,10.0,4.693772401433692,5.0,2.187758478081059,5.0,0.0,5.0,0.0,5.0,0.5152329749103943,3.568356392473118,1.1541218637992834,0.0,0.0,0.0,0.0,3.6914717992831543,46.31907709815275
27,actually delicious turkey burgers,4,9.499999990000001,3.0,90.0,354.0,291.9999985,2.3000000999999997,0.2,20.9,0.0,115.99999999999999,1.99999998,23.0,1.999999998,0.0,8.0,0.0,24.0,14.000000000000002,183,0.185555884,4.453058455,0.999657111,28.90710508196721,262.6775956284153,1457.9234972677593,25.136611770491804,289.07103825136613,25.136611996721314,0.0,100.5464480874317,0.0,301.6393442622951,175.9562841530055,3669.945336338798,2.5136612021857925,119.3989069781421,37.704918032786885,1131.1475409836066,4449.180327868852,0.0,0.48178508469945347,10.0,0.9112021857923496,2.0947176475409837,1.1118116855821776,4.654928147540984,0.0,5.0,0.0,3.7704918032786883,1.0997267759562843,5.0,0.5027322404371585,0.0,0.0,0.0,0.0,5.0,39.62739557082808
28,adios turkey casserole,4,21.70000001,11.0,101.00000010000001,1032.0,479.00000049999994,21.0999999,2.8000000000000003,35.1,2.9999999925,833.0,22.000000020000005,357.00000000000006,3.0000000059999996,0.0,12.0,1.0,52.0,51.0,421,-4.338525875,4.230039317,0.831056813,115.27315859857482,191.7577197149644,4550.8313539192395,120.1900238622328,1950.3562945368174,16.389548726365796,0.0,65.5581947743468,5.463182897862233,284.0855106888361,278.6223277909739,2616.8646108076005,15.296912114014253,118.55106893824228,60.09501187648456,551.7814732304039,5638.004750593825,16.389548652612824,1.9212193099762471,10.0,2.8442695961995246,5.0,5.0,3.0351016159936655,0.0,5.0,5.0,3.5510688836104514,1.7413895486935869,3.7383780154394293,3.0593824228028503,0.0,0.0,0.0,0.0,2.3984843408551075,52.28929373357086
29,adobo chicken with ginger,4,34.30000002,10.0,170.0000001,1363.0000008,525.999999,5.3000001,0.5,44.2,0.0,323.0,7.00000002,48.0,3.0000000059999996,0.0,24.0,1.0,59.0,17.0,517,-4.196160615,4.344913498,0.986283184,23.578337001934237,196.63442940038684,1436.943907156673,31.141199315280463,213.5396518375242,13.346228266537715,0.0,106.7698259187621,4.448742746615087,262.4758220502901,75.62862669245648,2340.038680270793,2.2243713733075436,152.59187629787235,44.487427466150876,756.286267369439,6063.636367195358,0.0,0.39297228336557066,10.0,0.8980899419729206,2.5950999429400383,0.8213063532212468,2.47152375306254,0.0,5.0,5.0,3.2809477756286265,0.472678916827853,3.3429124003868473,0.4448742746615087,0.0,0.0,0.0,0.0,5.0,39.720405642067156
30,adobo sirloin,4,18.799999985,7.0,120.0,429.0,531.000001,3.6999999,1.0999999999999999,37.6,0.0,41.0,6.0,35.0,5.000000004,0.0,12.0,1.0,43.0,14.000000000000002,342,-0.255543083,4.295352702,0.934736847,24.88304026315789,252.8654970760234,275.7309941520468,40.35087719298245,235.3801169590643,33.62573102105264,0.0,80.7017543859649,6.725146198830409,289.1812865497076,94.15204678362574,3571.0526383040933,7.39766081871345,126.43274843713449,47.07602339181286,807.0175438596491,2885.0877192982452,0.0,0.41471733771929814,10.0,0.17233187134502922,3.3625730994152043,0.9053081421502474,5.0,0.0,5.0,5.0,3.6147660818713447,0.5884502923976608,5.0,1.47953216374269,0.0,0.0,0.0,0.0,5.0,45.537678988641474
31,aegean chicken salad,3,19.399999970000003,7.0,93.0,1081.9999992,268.00000150000005,7.2,1.7000000000000002,30.8,1.9999999845,660.0,21.0,136.0,3.0000000059999996,0.0,13.0,1.0,34.0,36.0,332,-2.78261716,4.392412282,0.496532447,49.87951807228916,213.3734939759036,4572.289156626506,145.48192771084337,942.1686746987951,20.783132571686746,0.0,90.06024096385542,6.927710843373494,235.5421686746988,249.3975903614458,1856.626516415663,11.77710843373494,134.3975901536145,48.493975903614455,644.277108433735,7495.783126987952,13.85542157936747,0.8313253012048193,10.0,2.8576807228915664,5.0,3.623725671918443,3.8487282540160637,0.0,5.0,5.0,2.944277108433735,1.5587349397590362,2.652323594879519,2.355421686746988,0.0,0.0,0.0,0.0,2.800726733433735,48.4729440132839
32,afghan beef raviolis mantwo,8,15.6,6.0,75.99999989999999,1173.0,823.9999985000001,56.799999899999996,9.2,34.0,9.000000009,2764.0,6.0,172.0,5.999999994,1.0000000005,15.0,0.0,78.0,135.0,506,-3.165501264,4.282206423,0.774485498,258.1818177272727,154.54545454545456,12563.636363636364,27.27272727272727,781.8181818181818,27.272727245454547,4.545454547727273,68.18181818181817,0.0,354.54545454545456,613.6363636363636,3745.454538636364,41.81818181818181,70.9090909090909,27.27272727272727,345.45454499999994,5331.818181818182,40.90909095,4.303030295454545,10.0,5.0,2.2727272727272725,3.0069930069930066,5.0,5.0,5.0,0.0,4.431818181818182,3.835227272727273,5.0,5.0,0.0,0.0,0.0,0.0,0.0,57.84979602972028
