,recipename,labels,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate,Calories,Health Score,ratings,class_prob,Carb_std,Protein_std,VitA_std,VitC_std,Calcium_std,Iron_std,Thiamin_std,Niacin_std,VitB6_std,Magnesium_std,Folate_std,Potassium_std,Dietary Fiber_std,Total Fat_std,Saturated Fat_std,Cholesterol_std,Sodium_std,Sugars_std,Carb_BI,Protein_BI,VitA_BI,VitC_BI,Calcium_BI,Iron_BI,Thiamin_BI,Niacin_BI,VitB6_BI,Magnesium_BI,Folate_BI,Potassium_BI,Dietary Fiber_BI,Total Fat_BI,Saturated Fat_BI,Cholesterol_BI,Sodium_BI,Sugars_BI,BI
2709,maras pork chops,9,13.10000003,4.0,96.9999999,580.9999992,612.9999995000001,48.500000099999994,1.7000000000000002,20.599999999999998,29.999999988,631.0,22.000000020000005,101.0,3.0000000059999996,1.0000000005,10.0,0.0,43.0,63.0,392,-3.099858923,4.1558763989999985,0.696757142,284.5663271173469,120.8673469387755,3702.295918367347,129.0816327704082,592.6020408163265,17.60204085153061,5.867346941709184,58.673469387755105,0.0,252.29591836734693,369.64285714285717,3596.683670535715,9.97448979591837,76.8622450739796,23.46938775510204,569.1326524744899,3408.9285667346944,176.02040809285714,4.742772118622448,10.0,2.313934948979592,5.0,2.2792386185243325,3.259637194727891,5.0,5.0,0.0,3.153698979591837,2.310267857142857,5.0,1.9948979591836737,0.0,0.0,0.0,0.0,0.0,50.05444767677263
2710,margarets keftedes greek meatballs,4,31.500000025000002,9.0,258.9999999,892.9999992,426.000001,28.5999999,1.7000000000000002,29.7,2.9999999925,312.0,1.99999998,105.0,5.000000004,0.0,11.0,0.0,40.0,99.0,522,-5.270936812,4.535332263,0.6276668679999999,126.01532522988505,130.86206896551724,1374.712643678161,8.812260448275863,462.64367816091954,22.030651358620695,0.0,48.46743295019157,0.0,176.24521072796932,436.2068965517241,1877.0114986590038,7.490421455938698,138.79310355842912,39.6551724137931,1141.1877390229884,3934.674325977012,13.218390771551725,2.100255420498084,10.0,0.8591954022988506,0.7343550373563219,1.7793987621573828,4.079750251596425,0.0,5.0,0.0,2.2030651340996164,2.726293103448276,2.6814449980842916,1.4980842911877397,0.0,0.0,0.0,0.0,2.901842734674329,36.563685135401315
2711,margarita beef skewers,8,18.999999980000002,4.0,69.0,403.00000079999995,770.999999,23.0000001,2.0,27.1,18.999999994499998,1283.9999999999998,55.99999998,22.0,3.999999996,0.0,12.0,1.0,42.0,45.0,372,-1.0008364509999998,4.283299982,0.8670411290000001,142.2043016935484,167.55376344086025,7938.709677419354,346.23655901612904,136.0215053763441,24.73118277096774,0.0,74.19354838709677,6.182795698924732,259.6774193548387,278.2258064516129,4766.935477688172,12.365591397849464,117.473118155914,24.731182795698928,426.61290322580646,2491.666671612903,117.47311824556449,2.370071694892473,10.0,4.961693548387097,5.0,0.5231596360628619,4.579848661290323,0.0,5.0,5.0,3.245967741935484,1.738911290322581,5.0,2.473118279569893,0.0,0.0,0.0,0.0,0.0,49.892770852460714
2712,margarita chicken i,4,1.69999999,0.0,68.0000001,88.9999992,385.999999,34.2,0.4,27.800000000000004,29.999999988,37.0,10.00000002,22.0,1.000000008,0.0,19.0,1.0,39.0,10.0,634,1.805478588,3.904308022,0.999999894,124.06940063091484,100.85173501577287,134.22712933753942,36.27760259621451,79.81072555205047,3.6277602813880128,0.0,68.92744479495268,3.6277602523659307,141.4826498422713,36.277602523659304,1400.315453785489,1.4511041009463723,6.16719239274448,0.0,246.68769752365927,322.87065955835965,108.8328075274448,2.067823343848581,10.0,0.08389195583596214,3.0231335496845424,0.30696432904634796,0.6718074595162987,0.0,5.0,5.0,1.768533123028391,0.22673501577287064,2.000450648264984,0.2902208201892745,4.5256005851735015,5.0,0.888538374605679,4.32735279258675,0.0,44.29251362294751
2713,margarita grilled shrimp,5,11.100000015,2.0,173.0000001,345.0,189.99999900000003,1.2999999,0.2,18.7,0.0,395.0,4.99999998,40.0,3.0000000059999996,0.0,7.0,0.0,32.0,6.0,188,-0.024474353,4.54803648,0.999932108,15.904254095744681,228.77659574468083,4832.446808510638,61.170212521276596,489.36170212765956,36.702127732978724,0.0,85.63829787234042,0.0,391.48936170212767,73.40425531914893,2324.4680728723406,2.4468085106382977,135.79787252393618,24.46808510638298,2116.489362925532,4220.744680851064,0.0,0.2650709015957447,10.0,3.020279255319149,5.0,1.8821603927986905,5.0,0.0,5.0,0.0,4.8936170212765955,0.45877659574468077,3.3206686755319152,0.4893617021276595,0.0,0.0,0.0,0.0,5.0,44.32993454439443
2714,margarita salmon,4,18.200000000000003,3.0,69.9999999,69.0,457.00000150000005,11.100000000000001,0.5,24.7,9.000000009,67.0,10.999999979999998,24.0,1.000000008,0.0,14.0,1.0,35.0,40.0,308,0.523827641,4.275089091,0.93257591,82.8896103896104,184.44805194805195,500.3246753246753,82.14285699350647,179.2207792207792,7.467532527272728,0.0,104.54545454545455,7.467532467532468,261.3636363636364,298.7012987012987,3412.6623488636365,3.733766233766234,135.90909090909093,22.4025974025974,522.7272719805195,515.2597402597403,67.207792275,1.3814935064935066,10.0,0.31270292207792205,5.0,0.6893106893106893,1.382876393939394,0.0,5.0,5.0,3.2670454545454546,1.8668831168831168,4.875231926948052,0.7467532467532468,0.0,0.0,0.0,3.926542207792208,0.0,43.44883946474359
2715,margies sour cream pork chops,9,26.599999985,12.0,69.9999999,61.0000008,353.0000005,29.000000099999998,0.8,20.0,8.000000001,487.0,1.0000000199999999,105.0,1.999999998,1.0000000005,8.0,0.0,25.0,54.0,437,-4.785838445,4.144569873,0.617333785,152.6315794736842,105.26315789473684,2563.157894736842,5.263158,552.6315789473684,10.52631577894737,5.263157897368422,42.10526315789474,0.0,131.57894736842107,284.2105263157895,1857.894739473684,4.2105263157894735,139.99999992105262,63.1578947368421,368.4210521052632,321.0526357894737,42.10526316315789,2.5438596578947372,10.0,1.6019736842105265,0.4385965,2.125506072874494,1.9493177368421055,5.0,5.0,0.0,1.6447368421052633,1.776315789473684,2.6541353421052625,0.8421052631578947,0.0,0.0,0.0,4.331140342105263,0.0,39.907687230769234
2716,margos chicken adobo,4,18.30000003,4.0,96.0,1150.0000008000002,346.9999995,7.400000100000001,1.3,29.799999999999997,1.9999999845,149.0,3.0,40.0,3.0000000059999996,0.0,7.0,0.0,41.0,18.0,323,-1.801797524,4.112188522,0.5427998079999999,52.69349916408669,212.19814241486065,1060.9907120743035,21.36222910216718,284.8297213622291,21.36222914489164,0.0,49.845201238390096,0.0,291.9504643962848,128.1733746130031,2470.897829256966,9.256965944272446,130.3095977368421,28.482972136222912,683.5913312693498,8188.854494860682,14.241485957739938,0.8782249860681114,10.0,0.6631191950464397,1.7801857585139316,1.0954989283162657,3.9559683601651185,0.0,5.0,0.0,3.6493808049535605,0.8010835913312693,3.5298540417956654,1.8513931888544892,0.0,0.0,0.0,0.0,2.7394466733746126,35.944155528419465
2717,marias pepper steak,4,19.199999975,6.0,54.0,1260.0,525.999999,33.0,2.1,22.6,26.9999999955,304.0,67.99999998,27.000000000000004,3.0000000059999996,0.0,9.0,1.0,38.0,23.0,388,-5.015552137,4.586101402,0.738823344,195.61855670103094,133.96907216494844,1802.0618556701031,403.09278338659794,160.0515463917526,17.783505190206185,0.0,53.350515463917525,5.927835051546392,225.2577319587629,136.340206185567,3118.041231185567,12.448453608247423,113.81443284149485,35.56701030927835,320.1030927835052,7469.072164948454,160.05154636507734,3.2603092783505154,10.0,1.1262886597938144,5.0,0.61558287073751,3.2932417018900346,0.0,5.0,5.0,2.8157216494845363,0.8521262886597938,4.454344615979381,2.4896907216494846,0.0,0.0,0.0,0.0,0.0,43.907305786545066
2718,maries easy slow cooker pot roast,0,30.600000015,12.0,147.0,271.9999992,1172.9999995,18.2000001,2.8000000000000003,45.7,1.9999999845,3846.0,18.0,47.0,5.999999994,0.0,15.0,1.0,69.0,35.0,540,-2.099587596,4.388582179,0.995492433,77.51851894444444,194.64814814814818,16381.11111111111,76.66666666666667,200.1851851851852,25.555555530000003,0.0,63.888888888888886,4.2592592592592595,293.88888888888886,149.07407407407408,4996.111108981482,11.925925925925927,130.33333339722222,51.111111111111114,626.1111111111111,1158.518515111111,8.5185184525,1.2919753157407408,10.0,5.0,5.0,0.7699430199430201,4.732510283333334,0.0,5.0,5.0,3.6736111111111107,0.9317129629629629,5.0,2.3851851851851853,0.0,0.0,0.0,2.5864197601851857,3.6478542138888885,55.01921185235044
2719,marinated baked pork chops,9,8.799999975,2.0,36.0,256.0000008,262.0000005,6.5000001,0.0,14.6,5.999999985,52.0,1.99999998,20.0,1.000000008,0.0,6.0,0.0,13.0,4.0,166,0.051691781,4.26141749,0.965509559,90.06024234939758,202.289156626506,720.4819277108434,27.710843096385542,277.10843373493975,13.855421797590362,0.0,83.13253012048193,0.0,180.12048192771084,55.42168674698795,3630.1204888554216,0.0,121.92771049698796,27.710843373493976,498.7951807228916,3546.987962891566,83.1325299126506,1.5010040391566264,10.0,0.45030120481927716,2.309236924698795,1.0658016682113067,2.5658188514056226,0.0,5.0,0.0,2.2515060240963853,0.3463855421686747,5.0,0.0,0.0,0.0,0.0,0.0,0.0,30.490054254556693
2720,marinated black eyed pea salad,3,4.80000001,1.0,0.0,540.0,280.0,19.5,4.5,6.3,1.000000008,362.00000000000006,31.99999998,31.0,1.000000008,0.0,2.0,0.0,38.0,71.0,143,-0.916186279,4.427524076,0.999664858,313.6363636363636,101.32867132867132,5822.377622377623,514.6853143636363,498.60139860139856,16.08391621258741,0.0,32.16783216783217,0.0,611.1888111888112,1141.958041958042,4503.4965034965035,72.37762237762239,77.20279736363636,16.083916083916083,0.0,8685.314685314685,16.08391621258741,10.0,10.0,3.638986013986014,5.0,1.9176976869284559,2.978503002331002,0.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,0.9790209790209792,5.0,0.0,2.446997426573427,61.96120510883988
2721,marinated breaded lamb chops with rosemary and garlic,4,15.6,6.0,117.9999999,1243.9999991999998,633.9999995,23.1999999,0.9000000000000001,19.400000000000002,5.999999985,121.0,6.0,107.0,5.000000004,0.0,10.0,0.0,34.0,43.0,316,-4.6993211630000005,4.219334048,0.913809102,168.8607587658228,141.20253164556965,880.6962025316456,43.67088607594937,778.7974683544303,36.39240509240507,0.0,72.78481012658229,0.0,247.46835443037975,312.9746835443038,4614.556958386075,6.550632911392406,113.54430379746836,43.67088607594937,858.8607587658228,9054.43037392405,43.67088596677215,2.81434597943038,10.0,0.5504351265822784,3.6392405063291138,2.9953748782862704,5.0,0.0,5.0,0.0,3.0933544303797467,1.9560917721518987,5.0,1.3101265822784813,0.0,0.0,0.0,0.0,0.0,41.35896927543817
2722,marinated chicken bruschetta,6,11.500000004999999,2.0,81.0,562.9999992,350.999999,5.3000001,0.6,29.9,2.9999999925,385.0,6.0,21.0,1.000000008,0.0,19.0,1.0,33.0,12.0,247,0.973967907,4.180541197,0.947038381,49.35222765182186,278.4210526315789,3585.0202429149795,55.87044534412956,195.54655870445345,9.311740965182185,0.0,176.92307692307693,9.31174089068826,307.2874493927126,111.74089068825911,3268.4210433198377,5.587044534412955,107.08502028947366,18.62348178137652,754.251012145749,5242.510114008097,27.93522260222672,0.8225371275303645,10.0,2.2406376518218623,4.65587044534413,0.7521021488632824,1.724396475033738,0.0,5.0,5.0,3.841093117408907,0.6983805668016195,4.66917291902834,1.1174089068825912,0.0,0.34412955465587025,0.0,0.0,0.565837682186235,41.43156659555694
2723,marinated chicken pita sandwich,4,30.29999999,5.0,39.9999999,819.0,413.0,28.1000001,1.7000000000000002,19.900000000000002,6.999999993,157.0,19.00000002,163.0,1.999999998,0.0,11.0,0.0,38.0,54.0,460,-3.732416365,4.450763774,0.936771686,140.5000005,99.5,784.9999999999999,95.00000010000001,815.0,9.999999990000001,0.0,55.0,0.0,190.0,270.0,2065.0,8.500000000000002,151.49999995000002,25.0,199.9999995,4095.0,34.999999965,2.341666675,14.925,0.490625,5.0,3.1346153846153846,1.8518518500000003,0.0,5.0,0.0,2.375,1.6875,2.9499999999999997,1.7000000000000004,0.0,0.0,1.666666675,0.0,0.0,41.456258909615386
2724,marinated cucumber onion and tomato salad,3,9.499999990000001,2.0,0.0,784.0000008000001,394.0000015,18.0,2.5,1.8000000000000003,12.0000000015,695.0000000000001,15.0,37.00000000000001,1.000000008,0.0,1.0,0.0,26.0,32.0,156,-3.1051026530000003,4.508996494,0.999991262,265.3846153846154,26.538461538461544,10246.794871794875,221.15384615384616,545.5128205128207,14.743589861538462,0.0,14.743589743589743,0.0,383.3333333333333,471.79487179487177,5808.9743810897435,36.85897435897436,140.06410241666669,29.487179487179485,0.0,11558.97437076923,176.9230769451923,4.423076923076923,3.9807692307692317,5.0,5.0,2.098126232741618,2.730294418803419,0.0,3.6858974358974357,0.0,4.791666666666666,2.948717948717949,5.0,5.0,0.0,0.0,5.0,0.0,0.0,44.658548856673235
2725,marinated flank steak,4,22.49999999,4.0,27.0,934.9999991999999,245.00000000000003,3.3999998999999996,0.2,14.800000000000002,1.000000008,5.0,3.0,18.000000000000004,1.999999998,0.0,6.0,0.0,19.0,7.000000000000001,275,-2.969883047,4.329120347,0.997636751,28.436362799999998,123.78181818181821,41.81818181818181,25.090909090909093,150.5454545454546,16.727272710545456,0.0,50.18181818181819,0.0,158.9090909090909,58.545454545454554,2049.0909090909095,1.6727272727272728,188.18181809818182,33.45454545454545,225.8181818181818,7819.99999330909,8.363636430545455,0.47393937999999997,10.0,0.02613636363636363,2.090909090909091,0.5790209790209792,3.0976430945454547,0.0,5.0,0.0,1.9863636363636363,0.36590909090909096,2.9272727272727277,0.3345454545454546,0.0,0.0,1.2363636363636363,0.0,3.672438661818182,30.554178479020983
2726,marinated flat iron steak,4,19.800000025000003,6.0,77.00000010000001,85.0000008,30.0000015,10.5999999,0.2,23.5,9.9999999855,10.0,1.99999998,8.0,0.0,0.0,0.0,0.0,1.0,1.0,312,-1.075864093,4.068352897,0.992706746,78.14102490384616,173.23717948717947,73.71794871794872,14.743589596153845,58.97435897435897,0.0,0.0,0.0,0.0,7.371794871794871,7.371794871794871,221.15385721153845,1.4743589743589745,145.96153864583337,44.23076923076923,567.6282058653846,626.60257,73.71794861105771,1.3023504150641028,10.0,0.04607371794871795,1.2286324663461536,0.22682445759368836,0.0,0.0,0.0,0.0,0.0921474358974359,0.04607371794871795,0.31593408173076926,0.2948717948717949,0.0,0.0,0.0,3.6945779791666666,0.0,17.247486066568047
2727,marinated green beans with olives tomatoes and feta,4,13.999999975,5.0,20.0000001,597.0,291.9999985,10.5999999,3.6000000000000005,5.5,2.9999999925,1026.0,19.999999980000002,166.0,1.000000008,0.0,2.0,0.0,32.0,45.0,183,-3.251162443,4.0968638460000015,0.52588976,133.2240424590164,69.12568306010928,12895.081967213113,251.36611996721314,2086.3387978142077,12.56830611147541,0.0,25.136612021857925,0.0,402.1857923497268,565.5737704918033,3669.945336338798,45.24590163934427,175.95628383879782,62.84153005464481,251.36612147540984,7503.27868852459,37.70491793852459,2.220400707650273,10.368852459016392,5.0,5.0,5.0,2.327464094717669,0.0,5.0,0.0,5.0,3.5348360655737707,5.0,5.0,0.0,0.0,0.8105646420765027,0.0,0.0,53.451553326958106
2728,marinated grilled pork tenderloin,9,8.30000002,3.0,95.00000010000001,1120.9999992,543.9999985,28.1000001,0.4,31.5,25.000000011,168.0,4.00000002,24.0,1.999999998,1.0000000005,12.0,1.0,46.0,12.0,313,-1.788860501,4.311244632,0.446878859,206.48562373801917,231.46964856230034,1234.5047923322684,29.392971392971244,176.35782747603832,14.696485608306709,7.348242815175719,88.17891373801916,7.348242811501597,338.01916932907346,88.17891373801916,3997.4440784345047,2.939297124600639,60.99041548242811,22.04472843450479,698.083067827476,8237.380185814696,183.7060703683706,3.4414270623003196,10.0,0.7715654952076677,2.4494142827476035,0.6782993364463012,2.7215714089456866,5.0,5.0,5.0,4.225239616613418,0.5511182108626198,5.0,0.5878594249201278,0.3084295782747606,0.0,0.0,0.0,0.0,45.734924416318506
2729,marinated grilled shrimp,5,14.69999999,2.0,230.00000010000002,472.00000079999995,329.0,2.7999998999999995,0.2,31.0,0.0,386.0,4.00000002,85.0,3.999999996,0.0,11.0,0.0,59.0,6.0,273,0.7021163640000001,4.32579518,0.997998047,23.589742747252743,261.17216117216117,3252.0146520146523,33.69963386813187,716.1172161172161,33.699633665934066,0.0,92.67399267399269,0.0,497.0695970695971,50.549450549450555,2771.7948717948716,1.684981684981685,123.84615376190476,16.84981684981685,1937.7289385714287,3976.5567832967026,0.0,0.39316237912087904,10.0,2.032509157509158,2.8083028223443223,2.754296985066216,5.0,0.0,5.0,0.0,5.0,0.315934065934066,3.9597069597069594,0.33699633699633696,0.0,0.7875457875457874,0.0,0.0,5.0,43.38845449422372
2730,marinated pork tenderloin,9,10.700000025,2.0,72.9999999,1008.0,486.99999949999994,16.8999999,0.5,27.0,13.999999986,2.9999999999999996,0.0,28.0,1.999999998,1.0000000005,13.0,1.0,38.0,3.0,278,-1.063615295,4.522309287,0.843303855,139.82014305755396,223.3812949640288,24.820143884892083,0.0,231.6546762589928,16.546762573381294,8.27338129910072,107.55395683453237,8.273381294964029,314.38848920863313,24.820143884892087,4029.136686510791,4.136690647482014,88.52518006294964,16.546762589928058,603.9568337050359,8339.568345323742,115.82733801366906,2.3303357176258994,10.0,0.015512589928057551,0.0,0.8909795240730491,3.0642152913669065,5.0,5.0,5.0,3.9298561151079143,0.15512589928057555,5.0,0.8273381294964028,0.0,0.8633093525179856,0.0,0.0,0.0,42.076672619396795
2731,marinated spicy pork chops,9,5.500000025,2.0,65.00000010000001,1423.0000008,403.9999985,4.7000001,0.3,26.5,1.9999999845,2.0,4.00000002,12.0,1.000000008,1.0000000005,13.0,1.0,36.0,5.0,180,-1.217985752,4.381477604,0.992870828,60.055556833333334,338.61111111111114,25.555555555555557,51.11111136666666,153.33333333333334,12.777777879999999,12.777777784166668,166.1111111111111,12.777777777777779,460.0,63.888888888888886,5162.222203055556,3.833333333333333,70.27777809722222,25.555555555555557,830.5555568333334,18182.777788,25.5555553575,1.0009259472222223,10.0,0.015972222222222224,4.259259280555555,0.5897435897435898,2.366255162962963,5.0,5.0,5.0,5.0,0.3993055555555555,5.0,0.7666666666666666,0.0,0.0,0.0,0.0,0.9435626416666665,45.34169106659544
2732,marinated tofu,4,12.09999999,2.0,0.0,1264.0000008,416.0000005,43.4000001,1.0999999999999999,12.2,29.999999988,392.0,1.0000000199999999,542.9999999999999,7.999999992,0.0,4.0,0.0,59.0,25.0,323,-4.442632225,4.439999768,0.999999879,309.0402483900929,86.87306501547987,2791.331269349845,7.1207431764705875,3866.5634674922594,56.96594421547988,0.0,28.482972136222912,0.0,420.1238390092879,178.0185758513932,2962.229105727554,7.8328173374613,86.16099064086688,14.241486068111456,0.0,9000.619200743035,213.6222909362229,10.0,13.03095975232198,1.7445820433436532,0.5933952647058823,5.0,5.0,0.0,5.0,0.0,5.0,1.1126160990712075,4.231755865325077,1.5665634674922602,0.0,1.439628482972136,5.0,0.0,0.0,53.719500975232194
2733,marinated tuna steak,4,7.90000003,1.0,51.00000000000001,945.0,584.0000005,3.6999999,0.3,27.399999999999995,1.9999999845,253.0,13.00000002,29.0,1.000000008,0.0,16.0,1.0,66.0,12.0,200,0.4899358720000001,4.622978306,0.992953718,42.54999885,315.09999999999997,2909.5,149.50000022999998,333.5,11.500000092,0.0,184.0,11.5,759.0,138.0,6716.00000575,3.45,90.850000345,11.5,586.5000000000001,10867.5,22.999999821750002,0.7091666475,10.0,1.8184375,5.0,1.2826923076923078,2.129629646666667,0.0,5.0,5.0,5.0,0.8624999999999999,5.0,0.6900000000000001,0.0,2.125,0.0,0.0,1.3492063774999996,45.966632479358964
2734,marinated turkey breast,4,5.99999998,1.0,164.0000001,405.0,597.0000014999999,2.1999999,0.2,59.8,1.000000008,13.0,1.0000000199999999,31.0,3.0000000059999996,0.0,26.0,1.0,60.0,13.0,317,5.558166445,4.584334623,0.93583254,15.962144384858044,433.8801261829653,94.3217665615142,7.255520649842271,224.9211356466877,21.766561557728703,0.0,188.6435331230284,7.255520504731861,435.3312302839116,94.3217665615142,4331.5457522082015,1.4511041009463723,43.533122883280754,7.255520504731861,1189.9053635015773,2938.485804416404,7.2555205627760255,0.26603573974763406,10.0,0.058951104100946373,0.6046267208201893,0.8650812909487988,4.030844732912723,0.0,5.0,5.0,5.0,0.5895110410094637,5.0,0.2902208201892745,1.6512982397476341,3.1861198738170344,0.0,0.0,3.848330069400631,45.391019632694324
2735,marinated venison,4,13.999999975,3.0,96.0,910.9999992,552.000001,23.9000001,0.8,28.9,1.9999999845,14.0,3.0,32.0,5.999999994,0.0,10.0,0.0,38.0,52.0,356,-1.1779472640000002,4.427524076,0.707906348,154.41011300561797,186.7134831460674,90.4494382022472,19.382022471910112,206.74157303370785,38.76404490505618,0.0,64.6067415730337,0.0,245.5056179775281,335.9550561797753,3566.292141292135,5.168539325842697,90.44943804073033,19.382022471910112,620.2247191011236,5885.674152134832,12.921348214466292,2.5735018834269665,10.0,0.0565308988764045,1.6151685393258428,0.7951598962834917,5.0,0.0,5.0,0.0,3.0688202247191008,2.0997191011235956,5.0,1.0337078651685394,0.0,0.154494382022472,0.0,0.0,2.9489923469101127,39.34609513785652
2736,marinated wild salmon,4,26.199999995,4.0,68.0000001,73.9999992,503.000001,12.3,0.5,23.5,9.000000009,500.0,13.99999998,34.0,1.000000008,0.0,13.0,1.0,38.0,38.0,379,-0.516055667,4.311244632,0.834132665,74.64379947229551,142.6121372031662,3034.300791556728,84.96042204221636,206.33245382585753,6.068601631662269,0.0,78.89182058047493,6.068601583113456,230.60686015831135,230.60686015831135,3052.5066023746704,3.034300791556728,158.99736144722954,24.274406332453825,412.66490825857517,449.07651229551453,54.61741430263853,1.2440633245382586,10.0,1.896437994722955,5.0,0.7935863608686828,1.1238151169744943,0.0,5.0,5.0,2.8825857519788918,1.4412928759894459,4.3607237176781,0.6068601583113455,0.0,0.0,0.0,4.064423932717679,0.0,43.41378923377986
2737,marks cabbage and hamburger delight,4,23.00000001,12.0,102.00000000000001,478.9999992,490.00000000000006,20.700000000000003,4.1,17.3,5.000000008500001,1997.0,40.99999998,85.0,3.0000000059999996,0.0,8.0,0.0,40.0,87.0,352,-5.597281205,4.011516765,0.954068266,135.25568181818184,113.03977272727273,13048.579545454544,267.8977271420455,555.3977272727273,19.60227276647727,0.0,52.27272727272727,0.0,261.3636363636364,568.4659090909091,3201.704545454546,26.789772727272723,150.28409097443182,78.4090909090909,666.4772727272727,3129.8295402272724,32.67045460099432,2.254261363636364,10.0,5.0,5.0,2.136145104895105,3.6300505123106057,0.0,5.0,0.0,3.2670454545454546,3.5529119318181817,4.573863636363637,5.0,0.0,0.0,0.0,0.0,0.0,49.414278003569336
2738,marks english sausage rolls,4,23.90000002,7.0,36.9999999,568.9999992,123.99999849999999,19.5,0.6,8.6,0.0,21.0,1.0000000199999999,15.0,1.000000008,0.0,4.0,0.0,11.0,34.0,329,-4.622633896,4.3403767460000005,0.996359321,136.32218844984803,60.12158054711246,146.80851063829786,6.990881598784193,104.86322188449847,6.990881514893617,0.0,27.96352583586626,0.0,76.89969604863221,237.68996960486322,866.8692904255317,4.194528875379939,167.08206700911856,48.93617021276596,258.6626132826747,3977.8115445592707,0.0,2.2720364741641337,9.01823708206687,0.09175531914893617,0.5825734665653494,0.40332008417114795,1.2946076879432624,0.0,5.0,0.0,0.9612462006079026,1.4855623100303952,1.2383847006079025,0.8389057750759878,0.0,0.0,0.6889564452887544,0.0,5.0,28.186629100381886
2739,marys pecan crusted chicken,4,33.099999985,5.0,165.9999999,250.0000008,422.0000015,20.0000001,4.6,34.4,1.9999999845,216.0,1.0000000199999999,101.0,3.0000000059999996,0.0,20.0,1.0,69.0,52.0,507,-0.636910383,4.133234028,0.7411596159999999,90.72978349112427,156.0552268244576,979.8816568047338,4.53648924260355,458.18540433925045,13.609467482840236,0.0,90.72978303747534,4.536489151873767,313.0177514792899,235.89743589743588,1914.3984288954634,20.867850098619325,150.15779085897432,22.682445759368836,753.0571987573965,1134.1222915976332,9.072978233431954,1.5121630581854046,10.0,0.6124260355029586,0.37804077021696253,1.7622515551509632,2.520271756081525,0.0,5.0,5.0,3.912721893491124,1.4743589743589745,2.7348548984220904,4.173570019723865,0.0,0.0,0.0,2.6372452258382637,3.559844724852071,45.2777489118242
2740,masala spiced roast chicken,4,18.000000005,5.0,96.9999999,105.0,349.000001,5.4999999,1.9,31.2,0.0,135.00000000000003,7.99999998,56.0,1.999999998,0.0,10.0,1.0,39.0,11.0,309,0.75677774,4.254248047,0.998381987,40.93851058252427,232.23300970873785,1004.854368932039,59.54692541747573,416.8284789644013,14.88673137669903,0.0,74.43365695792879,7.44336569579288,290.29126213592235,81.87702265372168,2597.734635275081,14.142394822006471,133.9805825614887,37.216828478964395,722.0064717475728,781.5533980582525,0.0,0.6823085097087379,10.0,0.6280339805825244,4.962243784789644,1.6031864575553898,2.756802106796117,0.0,5.0,5.0,3.6286407766990294,0.5117313915857604,3.7110494789644015,2.8284789644012944,0.0,0.0,0.0,3.371763754045307,5.0,49.6842392051282
2741,mascarpone pasta with chicken bacon and spinach,7,28.20000001,11.0,138.0,448.0000008,637.999999,46.899999900000005,3.2,49.7,4.0000000005,3210.0,15.0,211.0,3.999999996,0.0,22.0,1.0,89.0,177.0,637,-2.342346793,4.27195805,0.527396999,169.34065897959184,179.45054945054946,11590.266875981162,54.16012558869702,761.8524332810047,14.44270014254317,0.0,79.43485086342228,3.610675039246468,321.3500784929356,639.0894819466248,2303.610671428571,11.554160125588698,101.82103614285715,39.71742543171114,498.27315541601257,1617.5824204709577,14.44270015879121,2.8223443163265305,10.0,5.0,4.5133437990580845,2.9302016664654023,2.674574100470957,0.0,5.0,5.0,4.016875981161695,3.994309262166405,3.2908723877551016,2.31083202511774,0.0,0.0,0.0,1.6300366240188382,2.707507911302982,55.89089807384373
2742,matts chicken adobo,4,30.69999998000001,8.0,188.00000010000002,886.0000008,437.9999995,2.1999999,0.3,55.1,0.0,283.0,1.0000000199999999,35.0,3.0000000059999996,0.0,11.0,0.0,52.0,15.0,520,-0.596366075,4.1291988339999985,0.927496399,9.730768788461537,243.71153846153848,1251.730769230769,4.423077011538461,154.8076923076923,13.269230795769229,0.0,48.65384615384615,0.0,230.0,66.34615384615385,1937.3076900961537,1.3269230769230769,135.78846145000003,35.38461538461539,831.5384619807693,3918.8461573846153,0.0,0.1621794798076923,10.0,0.7823317307692307,0.36858975096153845,0.5954142011834319,2.4572649621794866,0.0,5.0,0.0,2.875,0.41466346153846156,2.7675824144230763,0.2653846153846154,0.0,0.0,0.0,0.0,5.0,30.688410616247534
2743,maui wowie shrimp,5,30.40000002,5.0,243.9999999,528.0,223.00000099999997,1.2999999,0.1,25.1,0.0,400.0,3.0,50.0,3.999999996,0.0,9.0,0.0,41.0,7.000000000000001,381,-2.298423733,4.08739169,0.987377218,7.8477684251968505,151.5223097112861,2414.6981627296586,18.11023622047244,301.83727034120733,24.14698160314961,0.0,54.33070866141732,0.0,247.50656167979002,42.257217847769034,1346.1942317585301,0.6036745406824147,183.51706048818897,30.183727034120736,1472.9658786614173,3187.4015748031497,0.0,0.13079614041994753,10.0,1.5091863517060367,1.5091863517060367,1.1609125782354128,4.47166325984252,0.0,5.0,0.0,3.0938320209973753,0.26410761154855644,1.9231346167979002,0.12073490813648294,0.0,0.0,0.0,0.0,5.0,34.18355383939027
